Time,Altitude,VerticalVelocity
102.23,5589.47,-46.8
102.28,5587.13,-46.789
102.33,5584.791,-46.779
102.38,5582.452,-46.768
102.43,5580.114,-46.757
102.48,5577.777,-46.746
102.53,5575.439,-46.736
102.58,5573.103,-46.726
102.63,5570.767,-46.716
102.68,5568.431,-46.706
102.73,5566.096,-46.697
102.78,5563.762,-46.687
102.83,5561.428,-46.679
102.88,5559.094,-46.671
102.93,5556.76,-46.663
102.98,5554.427,-46.656
103.03,5552.095,-46.649
103.08,5549.763,-46.643
103.13,5547.43,-46.638
103.18,5545.099,-46.633
103.23,5542.767,-46.628
103.28,5540.436,-46.625
103.33,5538.105,-46.621
103.38,5535.774,-46.619
103.43,5533.443,-46.616
103.48,5531.112,-46.615
103.53,5528.781,-46.614
103.58,5526.451,-46.613
103.63,5524.12,-46.612
103.68,5521.79,-46.611
103.73,5519.459,-46.611
103.78,5517.128,-46.61
103.83,5514.798,-46.609
103.88,5512.468,-46.608
103.93,5510.137,-46.607
103.98,5507.807,-46.606
104.03,5505.477,-46.605
104.08,5503.146,-46.603
104.13,5500.816,-46.602
104.18,5498.486,-46.6
104.23,5496.156,-46.598
104.28,5493.826,-46.595
104.33,5491.497,-46.591
104.38,5489.167,-46.587
104.43,5486.838,-46.582
104.48,5484.509,-46.576
104.53,5482.18,-46.57
104.58,5479.852,-46.563
104.63,5477.524,-46.556
104.68,5475.197,-46.549
104.73,5472.869,-46.541
104.78,5470.542,-46.532
104.83,5468.216,-46.523
104.88,5465.89,-46.514
104.93,5463.565,-46.504
104.98,5461.24,-46.494
105.03,5458.915,-46.483
105.08,5456.591,-46.472
105.13,5454.268,-46.46
105.18,5451.945,-46.448
105.23,5449.623,-46.436
105.28,5447.302,-46.424
105.33,5444.981,-46.413
105.38,5442.66,-46.402
105.43,5440.341,-46.39
105.48,5438.021,-46.379
105.53,5435.703,-46.367
105.58,5433.385,-46.356
105.63,5431.067,-46.346
105.68,5428.75,-46.336
105.73,5426.434,-46.327
105.78,5424.117,-46.317
105.83,5421.802,-46.309
105.88,5419.487,-46.3
105.93,5417.172,-46.293
105.98,5414.857,-46.286
106.03,5412.543,-46.28
106.08,5410.229,-46.275
106.13,5407.916,-46.269
106.18,5405.602,-46.264
106.23,5403.289,-46.259
106.28,5400.976,-46.255
106.33,5398.664,-46.251
106.38,5396.351,-46.247
106.43,5394.039,-46.244
106.48,5391.727,-46.241
106.53,5389.415,-46.238
106.58,5387.103,-46.235
106.63,5384.791,-46.234
106.68,5382.48,-46.232
106.73,5380.168,-46.231
106.78,5377.857,-46.231
106.83,5375.545,-46.23
106.88,5373.234,-46.23
106.93,5370.922,-46.229
106.98,5368.611,-46.228
107.03,5366.299,-46.227
107.08,5363.988,-46.226
107.13,5361.677,-46.224
107.18,5359.366,-46.222
107.23,5357.055,-46.22
107.28,5354.744,-46.217
107.33,5352.433,-46.214
107.38,5350.122,-46.211
107.43,5347.812,-46.207
107.48,5345.502,-46.203
107.53,5343.192,-46.198
107.58,5340.882,-46.193
107.63,5338.572,-46.188
107.68,5336.263,-46.183
107.73,5333.954,-46.177
107.78,5331.645,-46.17
107.83,5329.337,-46.164
107.88,5327.029,-46.156
107.93,5324.721,-46.148
107.98,5322.414,-46.14
108.03,5320.107,-46.131
108.08,5317.801,-46.123
108.13,5315.495,-46.114
108.18,5313.19,-46.105
108.23,5310.885,-46.095
108.28,5308.58,-46.086
108.33,5306.276,-46.077
108.38,5303.972,-46.068
108.43,5301.669,-46.058
108.48,5299.367,-46.048
108.53,5297.064,-46.038
108.58,5294.763,-46.028
108.63,5292.462,-46.017
108.68,5290.161,-46.008
108.73,5287.861,-45.998
108.78,5285.561,-45.988
108.83,5283.262,-45.979
108.88,5280.963,-45.969
108.93,5278.665,-45.96
108.98,5276.367,-45.952
109.03,5274.07,-45.943
109.08,5271.773,-45.935
109.13,5269.476,-45.928
109.18,5267.18,-45.92
109.23,5264.884,-45.914
109.28,5262.589,-45.907
109.33,5260.294,-45.901
109.38,5257.999,-45.896
109.43,5255.704,-45.89
109.48,5253.41,-45.884
109.53,5251.116,-45.878
109.58,5248.822,-45.872
109.63,5246.528,-45.868
109.68,5244.235,-45.864
109.73,5241.942,-45.86
109.78,5239.649,-45.857
109.83,5237.356,-45.854
109.88,5235.064,-45.851
109.93,5232.771,-45.848
109.98,5230.479,-45.846
110.03,5228.187,-45.845
110.08,5225.894,-45.843
110.13,5223.602,-45.842
110.18,5221.31,-45.84
110.23,5219.018,-45.839
110.28,5216.726,-45.838
110.33,5214.434,-45.837
110.38,5212.143,-45.836
110.43,5209.851,-45.835
110.48,5207.559,-45.834
110.53,5205.268,-45.832
110.58,5202.976,-45.831
110.63,5200.684,-45.83
110.68,5198.393,-45.83
110.73,5196.101,-45.828
110.78,5193.81,-45.827
110.83,5191.519,-45.825
110.88,5189.228,-45.824
110.93,5186.936,-45.822
110.98,5184.645,-45.82
111.03,5182.354,-45.818
111.08,5180.063,-45.816
111.13,5177.773,-45.812
111.18,5175.482,-45.809
111.23,5173.192,-45.806
111.28,5170.902,-45.802
111.33,5168.612,-45.797
111.38,5166.322,-45.793
111.43,5164.032,-45.788
111.48,5161.743,-45.783
111.53,5159.454,-45.778
111.58,5157.165,-45.772
111.63,5154.877,-45.766
111.68,5152.589,-45.759
111.73,5150.301,-45.752
111.78,5148.014,-45.745
111.83,5145.727,-45.737
111.88,5143.44,-45.729
111.93,5141.154,-45.721
111.98,5138.868,-45.713
112.03,5136.582,-45.704
112.08,5134.297,-45.696
112.13,5132.013,-45.687
112.18,5129.729,-45.678
112.23,5127.445,-45.669
112.28,5125.162,-45.66
112.33,5122.879,-45.651
112.38,5120.597,-45.642
112.43,5118.315,-45.632
112.48,5116.033,-45.623
112.53,5113.752,-45.615
112.58,5111.472,-45.606
112.63,5109.192,-45.597
112.68,5106.912,-45.589
112.73,5104.633,-45.58
112.78,5102.354,-45.572
112.83,5100.076,-45.565
112.88,5097.798,-45.557
112.93,5095.52,-45.55
112.98,5093.243,-45.543
113.03,5090.966,-45.536
113.08,5088.689,-45.529
113.13,5086.413,-45.522
113.18,5084.137,-45.516
113.23,5081.861,-45.511
113.28,5079.586,-45.505
113.33,5077.311,-45.5
113.38,5075.036,-45.495
113.43,5072.761,-45.49
113.48,5070.487,-45.485
113.53,5068.213,-45.481
113.58,5065.939,-45.477
113.63,5063.665,-45.473
113.68,5061.392,-45.468
113.73,5059.118,-45.463
113.78,5056.845,-45.459
113.83,5054.572,-45.454
113.88,5052.3,-45.449
113.93,5050.027,-45.445
113.98,5047.755,-45.439
114.03,5045.484,-45.434
114.08,5043.212,-45.429
114.13,5040.941,-45.424
114.18,5038.67,-45.418
114.23,5036.399,-45.412
114.28,5034.128,-45.406
114.33,5031.858,-45.399
114.38,5029.589,-45.392
114.43,5027.319,-45.384
114.48,5025.05,-45.377
114.53,5022.781,-45.369
114.58,5020.513,-45.361
114.63,5018.245,-45.352
114.68,5015.978,-45.344
114.73,5013.711,-45.335
114.78,5011.445,-45.326
114.83,5009.178,-45.317
114.88,5006.913,-45.308
114.93,5004.648,-45.298
114.98,5002.383,-45.288
115.03,5000.119,-45.278
115.08,4997.855,-45.267
115.13,4995.592,-45.257
115.18,4993.33,-45.247
115.23,4991.067,-45.237
115.28,4988.806,-45.227
115.33,4986.545,-45.218
115.38,4984.284,-45.208
115.43,4982.024,-45.2
115.48,4979.764,-45.191
115.53,4977.505,-45.183
115.58,4975.246,-45.175
115.63,4972.987,-45.167
115.68,4970.729,-45.16
115.73,4968.471,-45.152
115.78,4966.214,-45.145
115.83,4963.957,-45.138
115.88,4961.7,-45.132
115.93,4959.444,-45.126
115.98,4957.187,-45.121
116.03,4954.932,-45.116
116.08,4952.676,-45.112
116.13,4950.42,-45.108
116.18,4948.165,-45.105
116.23,4945.91,-45.101
116.28,4943.655,-45.097
116.33,4941.4,-45.093
116.38,4939.146,-45.09
116.43,4936.891,-45.086
116.48,4934.637,-45.083
116.53,4932.383,-45.08
116.58,4930.129,-45.078
116.63,4927.875,-45.075
116.68,4925.621,-45.073
116.73,4923.368,-45.071
116.78,4921.114,-45.068
116.83,4918.861,-45.066
116.88,4916.608,-45.063
116.93,4914.355,-45.059
116.98,4912.102,-45.055
117.03,4909.849,-45.05
117.08,4907.597,-45.046
117.13,4905.345,-45.041
117.18,4903.093,-45.036
117.23,4900.841,-45.03
117.28,4898.59,-45.025
117.33,4896.339,-45.018
117.38,4894.088,-45.012
117.43,4891.837,-45.005
117.48,4889.587,-44.998
117.53,4887.338,-44.991
117.58,4885.088,-44.984
117.63,4882.839,-44.975
117.68,4880.591,-44.966
117.73,4878.343,-44.957
117.78,4876.095,-44.947
117.83,4873.848,-44.937
117.88,4871.601,-44.926
117.93,4869.355,-44.916
117.98,4867.11,-44.906
118.03,4864.865,-44.897
118.08,4862.62,-44.887
118.13,4860.376,-44.877
118.18,4858.132,-44.868
118.23,4855.889,-44.858
118.28,4853.647,-44.848
118.33,4851.404,-44.839
118.38,4849.163,-44.83
118.43,4846.921,-44.821
118.48,4844.681,-44.812
118.53,4842.44,-44.804
118.58,4840.2,-44.796
118.63,4837.961,-44.788
118.68,4835.721,-44.782
118.73,4833.482,-44.776
118.78,4831.244,-44.77
118.83,4829.005,-44.765
118.88,4826.767,-44.76
118.93,4824.529,-44.755
118.98,4822.292,-44.752
119.03,4820.054,-44.748
119.08,4817.817,-44.746
119.13,4815.58,-44.744
119.18,4813.343,-44.743
119.23,4811.105,-44.743
119.28,4808.868,-44.743
119.33,4806.631,-44.743
119.38,4804.394,-44.744
119.43,4802.157,-44.745
119.48,4799.919,-44.746
119.53,4797.682,-44.747
119.58,4795.445,-44.749
119.63,4793.207,-44.752
119.68,4790.97,-44.754
119.73,4788.732,-44.757
119.78,4786.494,-44.76
119.83,4784.256,-44.763
119.88,4782.018,-44.765
119.93,4779.779,-44.768
119.98,4777.541,-44.77
120.03,4775.302,-44.772
120.08,4773.064,-44.774
120.13,4770.825,-44.775
120.18,4768.586,-44.777
120.23,4766.347,-44.777
120.28,4764.108,-44.777
120.33,4761.87,-44.777
120.38,4759.631,-44.776
120.43,4757.392,-44.775
120.48,4755.153,-44.774
120.53,4752.915,-44.772
120.58,4750.676,-44.768
120.63,4748.438,-44.763
120.68,4746.2,-44.758
120.73,4743.962,-44.753
120.78,4741.724,-44.748
120.83,4739.487,-44.74
120.88,4737.25,-44.733
120.93,4735.014,-44.725
120.98,4732.778,-44.716
121.03,4730.542,-44.707
121.08,4728.307,-44.698
121.13,4726.073,-44.687
121.18,4723.838,-44.676
121.23,4721.605,-44.665
121.28,4719.372,-44.653
121.33,4717.14,-44.641
121.38,4714.908,-44.628
121.43,4712.677,-44.616
121.48,4710.446,-44.603
121.53,4708.216,-44.59
121.58,4705.987,-44.577
121.63,4703.759,-44.564
121.68,4701.531,-44.551
121.73,4699.304,-44.538
121.78,4697.077,-44.525
121.83,4694.851,-44.512
121.88,4692.626,-44.5
121.93,4690.401,-44.488
121.98,4688.177,-44.478
122.03,4685.953,-44.467
122.08,4683.73,-44.458
122.13,4681.508,-44.448
122.18,4679.285,-44.44
122.23,4677.064,-44.432
122.28,4674.842,-44.425
122.33,4672.621,-44.419
122.38,4670.4,-44.413
122.43,4668.18,-44.408
122.48,4665.959,-44.404
122.53,4663.739,-44.401
122.58,4661.519,-44.398
122.63,4659.3,-44.396
122.68,4657.08,-44.394
122.73,4654.86,-44.393
122.78,4652.64,-44.392
122.83,4650.421,-44.391
122.88,4648.201,-44.391
122.93,4645.982,-44.391
122.98,4643.762,-44.392
123.03,4641.543,-44.392
123.08,4639.323,-44.392
123.13,4637.103,-44.393
123.18,4634.884,-44.394
123.23,4632.664,-44.395
123.28,4630.444,-44.396
123.33,4628.224,-44.396
123.38,4626.005,-44.396
123.43,4623.785,-44.395
123.48,4621.565,-44.394
123.53,4619.345,-44.392
123.58,4617.126,-44.39
123.63,4614.906,-44.387
123.68,4612.687,-44.384
123.73,4610.468,-44.38
123.78,4608.249,-44.374
123.83,4606.031,-44.367
123.88,4603.813,-44.359
123.93,4601.595,-44.35
123.98,4599.378,-44.34
124.03,4597.161,-44.33
124.08,4594.945,-44.319
124.13,4592.729,-44.307
124.18,4590.514,-44.295
124.23,4588.299,-44.282
124.28,4586.086,-44.269
124.33,4583.873,-44.255
124.38,4581.66,-44.241
124.43,4579.448,-44.227
124.48,4577.237,-44.212
124.53,4575.027,-44.197
124.58,4572.818,-44.182
124.63,4570.609,-44.167
124.68,4568.401,-44.152
124.73,4566.194,-44.138
124.78,4563.987,-44.123
124.83,4561.781,-44.11
124.88,4559.576,-44.097
124.93,4557.372,-44.085
124.98,4555.168,-44.073
125.03,4552.964,-44.063
125.08,4550.762,-44.053
125.13,4548.559,-44.044
125.18,4546.357,-44.036
125.23,4544.156,-44.029
125.28,4541.954,-44.024
125.33,4539.753,-44.019
125.38,4537.552,-44.016
125.43,4535.352,-44.013
125.48,4533.151,-44.012
125.53,4530.95,-44.012
125.58,4528.75,-44.012
125.63,4526.549,-44.013
125.68,4524.348,-44.016
125.73,4522.148,-44.019
125.78,4519.946,-44.023
125.83,4517.745,-44.027
125.88,4515.544,-44.031
125.93,4513.342,-44.036
125.98,4511.14,-44.041
126.03,4508.938,-44.046
126.08,4506.736,-44.052
126.13,4504.533,-44.057
126.18,4502.33,-44.062
126.23,4500.127,-44.068
126.28,4497.923,-44.072
126.33,4495.719,-44.077
126.38,4493.515,-44.081
126.43,4491.311,-44.084
126.48,4489.107,-44.087
126.53,4486.903,-44.09
126.58,4484.698,-44.091
126.63,4482.493,-44.092
126.68,4480.289,-44.092
126.73,4478.084,-44.091
126.78,4475.88,-44.088
126.83,4473.675,-44.084
126.88,4471.471,-44.08
126.93,4469.267,-44.074
126.98,4467.064,-44.068
127.03,4464.861,-44.061
127.08,4462.658,-44.053
127.13,4460.455,-44.044
127.18,4458.253,-44.035
127.23,4456.052,-44.025
127.28,4453.851,-44.015
127.33,4451.65,-44.004
127.38,4449.45,-43.993
127.43,4447.251,-43.982
127.48,4445.052,-43.971
127.53,4442.854,-43.959
127.58,4440.656,-43.948
127.63,4438.459,-43.937
127.68,4436.263,-43.925
127.73,4434.067,-43.914
127.78,4431.871,-43.903
127.83,4429.676,-43.893
127.88,4427.482,-43.883
127.93,4425.288,-43.873
127.98,4423.095,-43.864
128.03,4420.902,-43.855
128.08,4418.709,-43.847
128.13,4416.517,-43.84
128.18,4414.325,-43.833
128.23,4412.134,-43.827
128.28,4409.942,-43.822
128.33,4407.751,-43.817
128.38,4405.561,-43.813
128.43,4403.37,-43.809
128.48,4401.18,-43.806
128.53,4398.99,-43.804
128.58,4396.799,-43.802
128.63,4394.609,-43.8
128.68,4392.419,-43.799
128.73,4390.229,-43.799
128.78,4388.04,-43.799
128.83,4385.85,-43.8
128.88,4383.659,-43.802
128.93,4381.469,-43.803
128.98,4379.279,-43.806
129.03,4377.089,-43.808
129.08,4374.898,-43.811
129.13,4372.708,-43.812
129.18,4370.517,-43.814
129.23,4368.326,-43.816
129.28,4366.135,-43.818
129.33,4363.945,-43.818
129.38,4361.754,-43.819
129.43,4359.563,-43.819
129.48,4357.372,-43.819
129.53,4355.181,-43.818
129.58,4352.99,-43.817
129.63,4350.799,-43.816
129.68,4348.608,-43.814
129.73,4346.418,-43.811
129.78,4344.227,-43.808
129.83,4342.037,-43.805
129.88,4339.847,-43.801
129.93,4337.657,-43.797
129.98,4335.467,-43.793
130.03,4333.277,-43.788
130.08,4331.088,-43.782
130.13,4328.899,-43.775
130.18,4326.711,-43.768
130.23,4324.522,-43.761
130.28,4322.335,-43.753
130.33,4320.147,-43.746
130.38,4317.96,-43.738
130.43,4315.773,-43.73
130.48,4313.587,-43.721
130.53,4311.401,-43.712
130.58,4309.216,-43.703
130.63,4307.031,-43.693
130.68,4304.847,-43.683
130.73,4302.663,-43.674
130.78,4300.479,-43.664
130.83,4298.296,-43.655
130.88,4296.114,-43.646
130.93,4293.932,-43.638
130.98,4291.75,-43.63
131.03,4289.569,-43.623
131.08,4287.388,-43.615
131.13,4285.207,-43.608
131.18,4283.027,-43.602
131.23,4280.847,-43.595
131.28,4278.667,-43.589
131.33,4276.488,-43.583
131.38,4274.309,-43.578
131.43,4272.13,-43.574
131.48,4269.951,-43.569
131.53,4267.773,-43.565
131.58,4265.595,-43.562
131.63,4263.417,-43.558
131.68,4261.239,-43.556
131.73,4259.061,-43.553
131.78,4256.884,-43.552
131.83,4254.706,-43.551
131.88,4252.529,-43.549
131.93,4250.351,-43.548
131.98,4248.174,-43.546
132.03,4245.997,-43.545
132.08,4243.819,-43.544
132.13,4241.642,-43.543
132.18,4239.465,-43.541
132.23,4237.288,-43.539
132.28,4235.111,-43.537
132.33,4232.934,-43.535
132.38,4230.758,-43.533
132.43,4228.581,-43.53
132.48,4226.405,-43.527
132.53,4224.229,-43.523
132.58,4222.053,-43.519
132.63,4219.877,-43.515
132.68,4217.701,-43.511
132.73,4215.526,-43.506
132.78,4213.35,-43.5
132.83,4211.176,-43.494
132.88,4209.001,-43.487
132.93,4206.827,-43.48
132.98,4204.653,-43.472
133.03,4202.48,-43.463
133.08,4200.307,-43.455
133.13,4198.134,-43.446
133.18,4195.962,-43.437
133.23,4193.791,-43.428
133.28,4191.619,-43.419
133.33,4189.449,-43.409
133.38,4187.279,-43.4
133.43,4185.109,-43.39
133.48,4182.94,-43.38
133.53,4180.771,-43.37
133.58,4178.602,-43.36
133.63,4176.435,-43.351
133.68,4174.267,-43.342
133.73,4172.1,-43.333
133.78,4169.934,-43.324
133.83,4167.768,-43.316
133.88,4165.602,-43.309
133.93,4163.437,-43.301
133.98,4161.272,-43.294
134.03,4159.108,-43.288
134.08,4156.944,-43.282
134.13,4154.78,-43.277
134.18,4152.616,-43.272
134.23,4150.452,-43.269
134.28,4148.289,-43.265
134.33,4146.126,-43.263
134.38,4143.963,-43.261
134.43,4141.8,-43.26
134.48,4139.637,-43.259
134.53,4137.474,-43.259
134.58,4135.311,-43.259
134.63,4133.148,-43.26
134.68,4130.985,-43.261
134.73,4128.822,-43.263
134.78,4126.658,-43.265
134.83,4124.495,-43.268
134.88,4122.332,-43.271
134.93,4120.168,-43.273
134.98,4118.004,-43.276
135.03,4115.841,-43.279
135.08,4113.677,-43.281
135.13,4111.512,-43.283
135.18,4109.348,-43.285
135.23,4107.184,-43.288
135.28,4105.019,-43.29
135.33,4102.855,-43.291
135.38,4100.69,-43.293
135.43,4098.526,-43.294
135.48,4096.361,-43.294
135.53,4094.196,-43.294
135.58,4092.032,-43.293
135.63,4089.867,-43.291
135.68,4087.702,-43.29
135.73,4085.538,-43.287
135.78,4083.374,-43.284
135.83,4081.21,-43.28
135.88,4079.046,-43.275
135.93,4076.882,-43.27
135.98,4074.719,-43.265
136.03,4072.556,-43.258
136.08,4070.393,-43.251
136.13,4068.23,-43.244
136.18,4066.068,-43.236
136.23,4063.907,-43.227
136.28,4061.746,-43.218
136.33,4059.585,-43.209
136.38,4057.425,-43.198
136.43,4055.265,-43.188
136.48,4053.106,-43.177
136.53,4050.948,-43.165
136.58,4048.79,-43.154
136.63,4046.632,-43.143
136.68,4044.475,-43.131
136.73,4042.319,-43.12
136.78,4040.163,-43.109
136.83,4038.008,-43.097
136.88,4035.854,-43.086
136.93,4033.7,-43.074
136.98,4031.546,-43.063
137.03,4029.393,-43.052
137.08,4027.241,-43.041
137.13,4025.089,-43.031
137.18,4022.938,-43.02
137.23,4020.787,-43.011
137.28,4018.637,-43.001
137.33,4016.487,-42.991
137.38,4014.338,-42.983
137.43,4012.189,-42.974
137.48,4010.04,-42.967
137.53,4007.892,-42.96
137.58,4005.744,-42.954
137.63,4003.597,-42.947
137.68,4001.449,-42.942
137.73,3999.302,-42.936
137.78,3997.156,-42.932
137.83,3995.009,-42.927
137.88,3992.863,-42.922
137.93,3990.717,-42.918
137.98,3988.571,-42.914
138.03,3986.426,-42.911
138.08,3984.28,-42.908
138.13,3982.135,-42.905
138.18,3979.99,-42.901
138.23,3977.845,-42.899
138.28,3975.7,-42.897
138.33,3973.555,-42.895
138.38,3971.41,-42.893
138.43,3969.266,-42.891
138.48,3967.121,-42.89
138.53,3964.977,-42.888
138.58,3962.832,-42.887
138.63,3960.688,-42.885
138.68,3958.544,-42.883
138.73,3956.4,-42.88
138.78,3954.256,-42.877
138.83,3952.112,-42.873
138.88,3949.969,-42.87
138.93,3947.825,-42.865
138.98,3945.682,-42.861
139.03,3943.539,-42.856
139.08,3941.396,-42.851
139.13,3939.254,-42.846
139.18,3937.112,-42.84
139.23,3934.97,-42.834
139.28,3932.829,-42.827
139.33,3930.687,-42.82
139.38,3928.547,-42.813
139.43,3926.406,-42.805
139.48,3924.266,-42.796
139.53,3922.126,-42.787
139.58,3919.987,-42.778
139.63,3917.849,-42.768
139.68,3915.711,-42.758
139.73,3913.573,-42.748
139.78,3911.436,-42.738
139.83,3909.299,-42.728
139.88,3907.163,-42.717
139.93,3905.027,-42.707
139.98,3902.892,-42.696
140.03,3900.758,-42.685
140.08,3898.624,-42.673
140.13,3896.49,-42.662
140.18,3894.358,-42.651
140.23,3892.225,-42.64
140.28,3890.094,-42.63
140.33,3887.962,-42.62
140.38,3885.832,-42.611
140.43,3883.701,-42.602
140.48,3881.571,-42.594
140.53,3879.442,-42.586
140.58,3877.313,-42.578
140.63,3875.184,-42.571
140.68,3873.056,-42.564
140.73,3870.928,-42.557
140.78,3868.8,-42.55
140.83,3866.673,-42.545
140.88,3864.545,-42.54
140.93,3862.419,-42.536
140.98,3860.292,-42.531
141.03,3858.165,-42.527
141.08,3856.039,-42.524
141.13,3853.913,-42.52
141.18,3851.787,-42.518
141.23,3849.661,-42.515
141.28,3847.536,-42.513
141.33,3845.41,-42.512
141.38,3843.284,-42.511
141.43,3841.159,-42.509
141.48,3839.033,-42.508
141.53,3836.908,-42.507
141.58,3834.783,-42.506
141.63,3832.658,-42.505
141.68,3830.532,-42.504
141.73,3828.407,-42.503
141.78,3826.282,-42.501
141.83,3824.157,-42.499
141.88,3822.032,-42.496
141.93,3819.907,-42.494
141.98,3817.783,-42.491
142.03,3815.658,-42.488
142.08,3813.534,-42.485
142.13,3811.41,-42.481
142.18,3809.286,-42.476
142.23,3807.162,-42.472
142.28,3805.039,-42.466
142.33,3802.916,-42.461
142.38,3800.793,-42.456
142.43,3798.67,-42.45
142.48,3796.548,-42.445
142.53,3794.426,-42.438
142.58,3792.304,-42.432
142.63,3790.182,-42.426
142.68,3788.061,-42.42
142.73,3785.94,-42.414
142.78,3783.82,-42.408
142.83,3781.7,-42.403
142.88,3779.58,-42.397
142.93,3777.46,-42.391
142.98,3775.34,-42.386
143.03,3773.221,-42.381
143.08,3771.102,-42.375
143.13,3768.984,-42.369
143.18,3766.865,-42.364
143.23,3764.747,-42.359
143.28,3762.629,-42.355
143.33,3760.512,-42.351
143.38,3758.394,-42.348
143.43,3756.277,-42.346
143.48,3754.16,-42.343
143.53,3752.043,-42.342
143.58,3749.925,-42.342
143.63,3747.808,-42.342
143.68,3745.691,-42.342
143.73,3743.574,-42.343
143.78,3741.457,-42.344
143.83,3739.34,-42.345
143.88,3737.223,-42.346
143.93,3735.105,-42.348
143.98,3732.988,-42.349
144.03,3730.87,-42.352
144.08,3728.753,-42.354
144.13,3726.635,-42.356
144.18,3724.517,-42.357
144.23,3722.399,-42.359
144.28,3720.281,-42.36
144.33,3718.163,-42.361
144.38,3716.045,-42.362
144.43,3713.927,-42.363
144.48,3711.809,-42.362
144.53,3709.691,-42.362
144.58,3707.573,-42.361
144.63,3705.455,-42.359
144.68,3703.337,-42.357
144.73,3701.219,-42.354
144.78,3699.101,-42.351
144.83,3696.984,-42.347
144.88,3694.867,-42.343
144.93,3692.75,-42.337
144.98,3690.633,-42.331
145.03,3688.517,-42.324
145.08,3686.401,-42.316
145.13,3684.285,-42.309
145.18,3682.17,-42.301
145.23,3680.055,-42.292
145.28,3677.941,-42.283
145.33,3675.827,-42.273
145.38,3673.713,-42.263
145.43,3671.6,-42.253
145.48,3669.488,-42.243
145.53,3667.376,-42.232
145.58,3665.265,-42.222
145.63,3663.154,-42.211
145.68,3661.044,-42.201
145.73,3658.934,-42.19
145.78,3656.824,-42.181
145.83,3654.716,-42.172
145.88,3652.607,-42.163
145.93,3650.499,-42.154
145.98,3648.392,-42.146
146.03,3646.285,-42.138
146.08,3644.178,-42.131
146.13,3642.072,-42.124
146.18,3639.966,-42.118
146.23,3637.86,-42.112
146.28,3635.754,-42.107
146.33,3633.649,-42.102
146.38,3631.544,-42.098
146.43,3629.439,-42.094
146.48,3627.335,-42.09
146.53,3625.23,-42.087
146.58,3623.126,-42.085
146.63,3621.022,-42.082
146.68,3618.918,-42.08
146.73,3616.814,-42.079
146.78,3614.71,-42.077
146.83,3612.606,-42.076
146.88,3610.502,-42.075
146.93,3608.399,-42.074
146.98,3606.295,-42.074
147.03,3604.191,-42.074
147.08,3602.088,-42.073
147.13,3599.984,-42.073
147.18,3597.88,-42.073
147.23,3595.777,-42.072
147.28,3593.673,-42.071
147.33,3591.57,-42.07
147.38,3589.466,-42.069
147.43,3587.363,-42.067
147.48,3585.259,-42.065
147.53,3583.156,-42.063
147.58,3581.053,-42.061
147.63,3578.95,-42.058
147.68,3576.847,-42.055
147.73,3574.745,-42.051
147.78,3572.642,-42.047
147.83,3570.54,-42.043
147.88,3568.438,-42.037
147.93,3566.336,-42.032
147.98,3564.235,-42.027
148.03,3562.134,-42.021
148.08,3560.033,-42.015
148.13,3557.932,-42.009
148.18,3555.832,-42.003
148.23,3553.732,-41.996
148.28,3551.632,-41.989
148.33,3549.533,-41.982
148.38,3547.434,-41.975
148.43,3545.335,-41.968
148.48,3543.237,-41.961
148.53,3541.139,-41.953
148.58,3539.042,-41.946
148.63,3536.945,-41.938
148.68,3534.848,-41.931
148.73,3532.752,-41.923
148.78,3530.656,-41.916
148.83,3528.56,-41.908
148.88,3526.465,-41.9
148.93,3524.37,-41.893
148.98,3522.276,-41.885
149.03,3520.182,-41.878
149.08,3518.088,-41.871
149.13,3515.994,-41.865
149.18,3513.901,-41.858
149.23,3511.809,-41.851
149.28,3509.716,-41.845
149.33,3507.624,-41.839
149.38,3505.532,-41.834
149.43,3503.441,-41.829
149.48,3501.349,-41.824
149.53,3499.258,-41.819
149.58,3497.167,-41.815
149.63,3495.077,-41.81
149.68,3492.986,-41.806
149.73,3490.896,-41.803
149.78,3488.806,-41.8
149.83,3486.716,-41.797
149.88,3484.626,-41.794
149.93,3482.537,-41.791
149.98,3480.447,-41.789
150.03,3478.358,-41.787
150.08,3476.269,-41.784
150.13,3474.179,-41.783
150.18,3472.09,-41.781
150.23,3470.001,-41.779
150.28,3467.912,-41.778
150.33,3465.824,-41.776
150.38,3463.735,-41.775
150.43,3461.646,-41.773
150.48,3459.558,-41.771
150.53,3457.469,-41.77
150.58,3455.381,-41.768
150.63,3453.292,-41.766
150.68,3451.204,-41.764
150.73,3449.116,-41.761
150.78,3447.028,-41.759
150.83,3444.94,-41.756
150.88,3442.852,-41.752
150.93,3440.765,-41.749
150.98,3438.677,-41.745
151.03,3436.59,-41.74
151.08,3434.503,-41.736
151.13,3432.417,-41.731
151.18,3430.33,-41.726
151.23,3428.244,-41.72
151.28,3426.158,-41.714
151.33,3424.073,-41.708
151.38,3421.987,-41.702
151.43,3419.902,-41.696
151.48,3417.818,-41.688
151.53,3415.734,-41.681
151.58,3413.65,-41.674
151.63,3411.566,-41.667
151.68,3409.483,-41.66
151.73,3407.4,-41.653
151.78,3405.318,-41.646
151.83,3403.236,-41.639
151.88,3401.154,-41.632
151.93,3399.072,-41.625
151.98,3396.991,-41.619
152.03,3394.911,-41.612
152.08,3392.83,-41.605
